District,City,Area,Address,PG_Name,Gender,Food,Sharing,AC,Distance_km,Latitude,Longitude,Budget
East Godavari,Rajanagaram,Adikavi Nannaya University Area,"AKNU Backside Lane, Rajanagaram -533296",Aditya Varma Boys Hostel,Male,Yes,4 Sharing,No,14.5,16.54274728,81.33442281,5500
East Godavari,Rajanagaram,Adikavi Nannaya University Area,"Near GSL Medical College Road, AKNU Area, Rajanagaram -533296",GSL Boys Hostel,Male,No,2 Sharing,No,14.5,16.54274728,81.33442281,6000
East Godavari,Rajanagaram,Adikavi Nannaya University Area,"Near GSL Medical College Road, AKNU Area, Rajanagaram -533296",GSL Boys Hostel,Male,Yes,Single,No,14.5,16.54274728,81.33442281,8500
East Godavari,Rajanagaram,Adikavi Nannaya University Area,"Near GSL Medical College Road, AKNU Area, Rajanagaram -533296",GSL Boys Hostel,Male,Yes,4 Sharing,No,14.5,16.54274728,81.33442281,6500
East Godavari,Rajanagaram,Adikavi Nannaya University Area,"Near GSL Medical College Road, AKNU Area, Rajanagaram -533296",GSL Boys Hostel,Male,No,4 Sharing,No,14.5,16.54274728,81.33442281,5000
East Godavari,Rajanagaram,Adikavi Nannaya University Area,"Near GSL Medical College Road, AKNU Area, Rajanagaram -533296",GSL Boys Hostel,Male,Yes,3 Sharing,No,14.5,16.54274728,81.33442281,6000
East Godavari,Rajanagaram,Adikavi Nannaya University Area,"Near GSL Medical College Road, AKNU Area, Rajanagaram -533296",GSL Boys Hostel,Male,Yes,2 Sharing,No,14.5,16.54274728,81.33442281,7500
East Godavari,Rajanagaram,Adikavi Nannaya University Area,"Near AKNU Campus Road, Rajanagaram -533296",Nannaya Ladies Hostel,Female,No,4 Sharing,No,14.5,16.54274728,81.33442281,4000
East Godavari,Rajanagaram,Adikavi Nannaya University Area,"Near AKNU Campus Road, Rajanagaram -533296",Nannaya Ladies Hostel,Female,Yes,Single,No,14.5,16.54274728,81.33442281,8500
East Godavari,Rajanagaram,Adikavi Nannaya University Area,"Near AKNU Campus Road, Rajanagaram -533296",Nannaya Ladies Hostel,Female,Yes,2 Sharing,No,14.5,16.54274728,81.33442281,7000
East Godavari,Rajanagaram,Adikavi Nannaya University Area,"Near AKNU Campus Road, Rajanagaram -533296",Nannaya Ladies Hostel,Female,Yes,3 Sharing,No,14.5,16.54274728,81.33442281,7500
East Godavari,Rajanagaram,Adikavi Nannaya University Area,"Near AKNU Back Gate Area, Rajanagaram -533296",Harini Ladies PG,Female,Yes,4 Sharing,No,14.5,16.54274728,81.33442281,6000
East Godavari,Rajanagaram,Adikavi Nannaya University Area,"Near AKNU Back Gate Area, Rajanagaram -533296",Harini Ladies PG,Female,No,4 Sharing,No,14.5,16.54274728,81.33442281,5000
East Godavari,Rajanagaram,Adikavi Nannaya University Area,"Near AKNU Back Gate Area, Rajanagaram -533296",Harini Ladies PG,Female,Yes,3 Sharing,No,14.5,16.54274728,81.33442281,6500
East Godavari,Rajanagaram,Adikavi Nannaya University Area,"Near AKNU Back Gate Area, Rajanagaram -533296",Harini Ladies PG,Female,Yes,2 Sharing,No,14.5,16.54274728,81.33442281,7500
East Godavari,Rajanagaram,GSL Medical College & General Hospital Area,"Jagannadhapuram Agraharam Rajanagaram, East Godavari",GSL Boys Hostel,Male,Yes,4 Sharing,No,16,16.04321,80.08594,4500
East Godavari,Rajanagaram,GSL Medical College & General Hospital Area,"Jagannadhapuram Agraharam Rajanagaram, East Godavari",GSL Boys Hostel,Male,Yes,3 Sharing,No,16,15.03187,83.00212,5000
East Godavari,Rajanagaram,GSL Medical College & General Hospital Area,"Jagannadhapuram Agraharam Rajanagaram, East Godavari",GSL Boys Hostel,Male,Yes,2 Sharing,No,16,16.70994,83.06596,6500
East Godavari,Rajanagaram,GSL Medical College & General Hospital Area,"Jagannadhapuram Agraharam Rajanagaram, East Godavari",GSL Boys Hostel,Male,Yes,Single,No,16,16.31723,82.90301,7500
East Godavari,Rajanagaram,GSL Medical College & General Hospital Area,"Jagannadhapuram Agraharam Rajanagaram, East Godavari",GSL Boys Hostel,Male,Yes,2 Sharing,Yes,16,15.80675,82.1323,8000
East Godavari,Rajanagaram,GSL Medical College & General Hospital Area,"Bus Stop Lane Velugubanda, East Godavari",GSL Ladies Hostel,Female,Yes,4 Sharing,Yes,16,16.16798,81.63936,7000
East Godavari,Rajanagaram,GSL Medical College & General Hospital Area,"Bus Stop Lane Velugubanda, East Godavari",GSL Ladies Hostel,Female,Yes,3 Sharing,No,16,16.16798,81.63936,6500
East Godavari,Rajanagaram,GSL Medical College & General Hospital Area,"Bus Stop Lane Velugubanda, East Godavari",GSL Ladies Hostel,Female,Yes,2 Sharing,No,16,16.16798,81.63936,7500
East Godavari,Rajanagaram,GSL Medical College & General Hospital Area,"Bus Stop Lane Velugubanda, East Godavari",GSL Ladies Hostel,Female,Yes,4 Sharing,No,16,16.16798,81.63936,5500
East Godavari,Rajanagaram,GSL Medical College & General Hospital Area,"Bus Stop Lane Velugubanda, East Godavari",GSL Ladies Hostel,Female,Yes,single,No,16,16.16798,81.63936,8000
East Godavari,Rajanagaram,GSL Medical College & General Hospital Area,"Bus Stop Lane Velugubanda, East Godavari",GSL Ladies Hostel,Female,No,4 Sharing,No,16,16.16798,81.63936,5000
East Godavari,Rajanagaram,Surampalem,"Indicash ATM Surampalem, East Godavari",Venkatadri Hostels,Male,Yes,4 Sharing,No,16,16.16798,81.63936,5500
East Godavari,Rajanagaram,Surampalem,"Indicash ATM Surampalem, East Godavari",Venkatadri Hostels,Male,Yes,3 Sharing,No,16,16.16798,81.63936,6000
East Godavari,Rajanagaram,Surampalem,"Indicash ATM Surampalem, East Godavari",Venkatadri Hostels,Male,Yes,2 Sharing,No,16,16.16798,81.63936,7000
East Godavari,Rajanagaram,Surampalem,"Indicash ATM Surampalem, East Godavari",Venkatadri Hostels,Male,No,4 Sharing,No,16,16.16798,81.63936,4000
East Godavari,Rajanagaram,Surampalem,"Indicash ATM Surampalem, East Godavari",Venkatadri Hostels,Male,Yes,Single,No,16,16.16798,81.63936,9000
East Godavari,Rajanagaram,Surampalem,"Surampalem, East Godavari",Ishwarya Boys Hostel,Male,Yes,2 Sharing,No,16,16.16798,81.63936,6000
East Godavari,Rajanagaram,Surampalem,"Surampalem, East Godavari",Ishwarya Boys Hostel,Male,Yes,3 Sharing,No,16,16.16798,81.63936,5500
East Godavari,Rajanagaram,Surampalem,"Surampalem, East Godavari",Ishwarya Boys Hostel,Male,Yes,4 Sharing,No,16,16.16798,81.63936,4000
East Godavari,Rajanagaram,Surampalem,"Surampalem Ramesampeta, East Godavari",Sree Vigneswara Boys PG Hostel,Male,Yes,2 Sharing,No,16,16.16798,81.63936,6500
East Godavari,Rajanagaram,Surampalem,"Surampalem Ramesampeta, East Godavari",Sree Vigneswara Boys PG Hostel,Male,Yes,4 Sharing,No,16,16.16798,81.63936,5000
East Godavari,Rajanagaram,Surampalem,"Surampalem Ramesampeta, East Godavari",Sree Vigneswara Boys PG Hostel,Male,No,4 Sharing,No,16,16.16798,81.63936,4000
East Godavari,Rajanagaram,Surampalem,"Surampalem Ramesampeta, East Godavari",Sree Vigneswara Boys PG Hostel,Male,Yes,3 Sharing,No,16,16.16798,81.63936,7000
East Godavari,Rajanagaram,Surampalem,"Surampalem Ramesampeta, East Godavari",Sree Vigneswara Boys PG Hostel,Male,Yes,Single,No,16,16.16798,81.63936,8000
East Godavari,Rajanagaram,Surampalem,"Surampalem, East Godavari-533437",Feel Home Girls Hostel,Female,Yes,4 Sharing,No,18.5,16.16798,81.63936,6000
East Godavari,Rajanagaram,Surampalem,"Surampalem, East Godavari-533437",Feel Home Girls Hostel,Female,Yes,2 Sharing,No,18.5,16.16798,81.63936,7500
East Godavari,Rajanagaram,Surampalem,"Surampalem, East Godavari-533437",Feel Home Girls Hostel,Female,Yes,3 Sharing,No,18.5,16.16798,81.63936,5500
East Godavari,Rajanagaram,Surampalem,"Surampalem, East Godavari-533437",Feel Home Girls Hostel,Female,No,4 Sharing,No,18.5,16.16798,81.63936,4800
East Godavari,Rajanagaram,Surampalem,"Surampalem, East Godavari-533437",Feel Home Girls Hostel,Female,Yes,Single,No,18.5,16.16798,81.63936,9000
East Godavari,Gokavaram,Gokavaram Center,"Market Area, Gokavaram Center -533286",Ramesh Boys Hostel,Male,No,4 Sharing,No,20,17.26087119,81.84861,4500
East Godavari,Gokavaram,Gokavaram Center,"Market Area, Gokavaram Center -533286",Ramesh Boys Hostel,Male,Yes,3 Sharing,Yes,20,17.26087119,81.84861,7000
East Godavari,Gokavaram,Gokavaram Center,"Market Area, Gokavaram Center -533286",Ramesh Boys Hostel,Male,Yes,Single,No,20,17.26087119,81.84861,8000
East Godavari,Gokavaram,Gokavaram Center,"Market Area, Gokavaram Center -533286",Ramesh Boys Hostel,Male,Yes,3 Sharing,No,20,17.26087119,81.84861,6500
East Godavari,Gokavaram,Gokavaram Center,"Market Area, Gokavaram Center -533286",Ramesh Boys Hostel,Male,Yes,2 Sharing,No,20,17.26087119,81.84861,5500
East Godavari,Gokavaram,Gokavaram Center,"S516 Road Side Lane, Gokavaram -533286",Keerthi Girls Residency,Female,Yes,Single,Yes,20,17.26087119,81.84861,12000
East Godavari,Gokavaram,Gokavaram Center,"S516 Road Side Lane, Gokavaram -533286",Keerthi Girls Residency,Female,Yes,4 Sharing,Yes,20,17.26087119,81.84861,6000
East Godavari,Gokavaram,Gokavaram Center,"S516 Road Side Lane, Gokavaram -533286",Keerthi Girls Residency,Female,Yes,2 Sharing,No,20,17.26087119,81.84861,7000
East Godavari,Gokavaram,Gokavaram Center,"S516 Road Side Lane, Gokavaram -533286",Keerthi Girls Residency,Female,No,2 Sharing,No,20,17.26087119,81.84861,5000
East Godavari,Gokavaram,Gokavaram Center,"S516 Road Side Lane, Gokavaram -533286",Keerthi Girls Residency,Female,Yes,3 Sharing,No,20,17.26087119,81.84861,5500
East Godavari,Gokavaram,Main Road Area(Sileru Road),"Main Road, Gokavaram Center -533286",Lakshmi Girls Hostel,Female,Yes,2 Sharing,No,20,17.26087119,81.84861,7000
East Godavari,Gokavaram,Main Road Area(Sileru Road),"Main Road, Gokavaram Center -533286",Lakshmi Girls Hostel,Female,No,4 Sharing,No,20,17.26087119,81.84861,4500
East Godavari,Gokavaram,Main Road Area(Sileru Road),"Main Road, Gokavaram Center -533286",Lakshmi Girls Hostel,Female,Yes,3 Sharing,No,20,17.26087119,81.84861,5000
East Godavari,Gokavaram,Main Road Area(Sileru Road),"Main Road, Gokavaram Center -533286",Lakshmi Girls Hostel,Female,Yes,4 Sharing,No,20,17.26087119,81.84861,6000
East Godavari,Gokavaram,Main Road Area(Sileru Road),"S516 Main Road, Near Market Area, Gokavaram -533286",Naresh boys Residency,Male,No,4 Sharing,No,20,17.26087119,81.84861,4500
East Godavari,Gokavaram,Main Road Area(Sileru Road),"S516 Main Road, Near Market Area, Gokavaram -533286",Naresh boys Residency,Male,Yes,3 Sharing,No,20,17.26087119,81.84861,5500
East Godavari,Gokavaram,Main Road Area(Sileru Road),"S516 Main Road, Near Market Area, Gokavaram -533286",Naresh boys Residency,Male,Yes,2 Sharing,No,20,17.26087119,81.84861,6500
East Godavari,Gokavaram,Main Road Area(Sileru Road),"S516 Main Road, Near Market Area, Gokavaram -533286",Naresh boys Residency,Male,Yes,4 Sharing,No,20,17.26087119,81.84861,6000
East Godavari,Gokavaram,Main Road Area(Sileru Road),"Main Road Internal Lane, Gokavaram -533286",Venkatesh Boys Residency,Male,Yes,4 Sharing,No,20,17.26087119,81.84861,5500
East Godavari,Gokavaram,Main Road Area(Sileru Road),"Main Road Internal Lane, Gokavaram -533286",Venkatesh Boys Residency,Male,Yes,3 Sharing,No,20,17.26087119,81.84861,6500
East Godavari,Gokavaram,Main Road Area(Sileru Road),"Main Road Internal Lane, Gokavaram -533286",Venkatesh Boys Residency,Male,No,2 Sharing,No,20,17.26087119,81.84861,5000
East Godavari,Gokavaram,Market Area,"Near Market Backside Lane, Gokavaram -533286",Suhatha Girls PG,Female,Yes,2 Sharing,Yes,20,17.26087119,81.84861,7500
East Godavari,Gokavaram,Market Area,"Near Market Backside Lane, Gokavaram -533286",Suhatha Girls PG,Female,No,3 Sharing,Yes,20,17.260871,81.84861,7000
East Godavari,Gokavaram,Market Area,"Near Market Backside Lane, Gokavaram -533286",Suhatha Girls PG,Female,Yes,4 Sharing,No,20,17.260871,81.84861,5500
East Godavari,Gokavaram,Market Area,"Near Market Backside Lane, Gokavaram -533286",Suhatha Girls PG,Female,Yes,Single,Yes,20,17.260871,81.84861,9000
East Godavari,Gokavaram,Market Area,"Near Market Backside Lane, Gokavaram -533286",Suhatha Girls PG,Female,Yes,Single,No,20,17.260871,81.84861,8500
East Godavari,Gokavaram,Market Area,"Market Street, Gokavaram -533286",Padma Ladies PG,Female,Yes,4 Sharing,No,20,17.260871,81.84861,5000
East Godavari,Gokavaram,Market Area,"Market Street, Gokavaram -533286",Padma Ladies PG,Female,Yes,3 Sharing,No,20,17.260871,81.84861,6000
East Godavari,Gokavaram,Market Area,"Market Street, Gokavaram -533286",Padma Ladies PG,Female,Yes,2 Sharing,No,20,17.260871,81.84861,7000
East Godavari,Gokavaram,Market Area,"Market Street, Gokavaram -533286",Padma Ladies PG,Female,No,3 Sharing,No,20,17.260871,81.84861,4500
East Godavari,Gokavaram,Market Area,"Near Local Shops Area, Market Side, Gokavaram -533286",Dinesh Boys PG,Male,Yes,3 Sharing,No,20,17.260871,81.84861,5500
East Godavari,Gokavaram,Market Area,"Near Local Shops Area, Market Side, Gokavaram -533286",Dinesh Boys PG,Male,No,4 Sharing,No,20,17.260871,81.84861,4000
East Godavari,Gokavaram,Market Area,"Near Local Shops Area, Market Side, Gokavaram -533286",Dinesh Boys PG,Male,Yes,4 Sharing,No,20,17.260871,81.84861,6500
East Godavari,Gokavaram,Market Area,"Near Local Shops Area, Market Side, Gokavaram -533286",Dinesh Boys PG,Male,Yes,2 Sharing,No,20,17.260871,81.84861,7500
East Godavari,Gokavaram,Srinivasa Talkies Area,"Main Road (S516), Near Srinivasa Talkies, Gokavaram -533286",Ramesh Boys Hostel,Male,No,2 Sharing,Yes,20,17.260871,81.84861,7500
East Godavari,Gokavaram,Srinivasa Talkies Area,"Main Road (S516), Near Srinivasa Talkies, Gokavaram -533286",Ramesh Boys Hostel,Male,Yes,4 Sharing,No,20,"17.260871191314045, 81.84861456915496",81.84861457,7000
East Godavari,Gokavaram,Srinivasa Talkies Area,"Main Road (S516), Near Srinivasa Talkies, Gokavaram -533286",Ramesh Boys Hostel,Male,Yes,3 Sharing,No,20,"17.260871191314045, 81.84861456915496",81.84861457,6500
East Godavari,Gokavaram,Srinivasa Talkies Area,"Main Road (S516), Near Srinivasa Talkies, Gokavaram -533286",Ramesh Boys Hostel,Male,Yes,Single,No,20,"17.260871191314045, 81.84861456915496",81.84861457,8500
East Godavari,Gokavaram,Srinivasa Talkies Area,"Main Road (S516), Near Srinivasa Talkies, Gokavaram -533286",Ramesh Boys Hostel,Male,Yes,2 Sharing,No,20,"17.260871191314045, 81.84861456915496",81.84861457,7000
East Godavari,Gokavaram,Srinivasa Talkies Area,"Near Srinivasa Talkies Area, Gokavaram -533286",Anitha Girls Residency,Female,Yes,4 Sharing,No,20,"17.260871191314045, 81.84861456915496",81.84861457,6500
East Godavari,Gokavaram,Srinivasa Talkies Area,"Near Srinivasa Talkies Area, Gokavaram -533286",Anitha Girls Residency,Female,Yes,3 Sharing,No,20,"17.260871191314045, 81.84861456915496",81.84861457,6000
East Godavari,Gokavaram,Srinivasa Talkies Area,"Near Srinivasa Talkies Area, Gokavaram -533286",Anitha Girls Residency,Female,Yes,Single,No,20,"17.260871191314045, 81.84861456915496",81.84861457,8000
East Godavari,Gokavaram,Srinivasa Talkies Area,"Near Srinivasa Talkies Area, Gokavaram -533286",Anitha Girls Residency,Female,Yes,2 Sharing,No,20,"17.260871191314045, 81.84861456915496",81.84861457,7000
East Godavari,Gokavaram,Srinivasa Talkies Area,"Near Srinivasa Talkies Road, Gokavaram -533286",Suresh Boys Hostel,Male,Yes,4 Sharing,No,20,"17.260871191314045, 81.84861456915496",81.84861457,7500
East Godavari,Gokavaram,Srinivasa Talkies Area,"Near Srinivasa Talkies Road, Gokavaram -533286",Suresh Boys Hostel,Male,Yes,3 Sharing,No,20,"17.260871191314045, 81.84861456915496",81.84861457,6500
East Godavari,Gokavaram,Srinivasa Talkies Area,"Near Srinivasa Talkies Road, Gokavaram -533286",Suresh Boys Hostel,Male,Yes,2 Sharing,No,20,"17.260871191314045, 81.84861456915496",81.84861457,6500
East Godavari,Gokavaram,Srinivasa Talkies Area,"Near Srinivasa Talkies Road, Gokavaram -533286",Suresh Boys Hostel,Male,Yes,4 Sharing,Yes,20,"17.260871191314045, 81.84861456915496",81.84861457,7000
East Godavari,Dowleswaram,Dowleswaram  Center,"Near Dowleswaram Center Main Road, Dowleswaram -533125",Raghu Boys Hostel,Male,Yes,Single,Yes,20,"17.260871191314045, 81.84861456915496",81.84861457,12000
East Godavari,Dowleswaram,Dowleswaram  Center,"Near Dowleswaram Center Main Road, Dowleswaram -533125",Raghu Boys Hostel,Male,Yes,Single,No,20,"17.260871191314045, 81.84861456915496",81.84861457,8500
East Godavari,Dowleswaram,Dowleswaram  Center,"Near Dowleswaram Center Main Road, Dowleswaram -533125",Raghu Boys Hostel,Male,Yes,2 Sharing,No,20,"17.260871191314045, 81.84861456915496",81.84861457,6500
East Godavari,Dowleswaram,Dowleswaram  Center,"Near Dowleswaram Center Main Road, Dowleswaram -533125",Raghu Boys Hostel,Male,Yes,4 Sharing,No,20,"17.260871191314045, 81.84861456915496",81.84861457,7000
East Godavari,Dowleswaram,Dowleswaram  Center,"Near Dowleswaram Center Main Road, Dowleswaram -533125",Raghu Boys Hostel,Male,Yes,3 Sharing,No,20,"17.260871191314045, 81.84861456915496",81.84861457,6500
East Godavari,Dowleswaram,Dowleswaram  Center,"Near Center Junction, Dowleswaram -533125",Kalyan Boys Hostel,Male,No,4 Sharing,No,20,"17.260871191314045, 81.84861456915496",81.84861457,4000
East Godavari,Dowleswaram,Dowleswaram  Center,"Near Center Junction, Dowleswaram -533125",Kalyan Boys Hostel,Male,No,2 Sharing,Yes,20,"17.260871191314045, 81.84861456915496",81.84861457,7000
East Godavari,Dowleswaram,Dowleswaram  Center,"Near Center Junction, Dowleswaram -533125",Kalyan Boys Hostel,Male,Yes,3 Sharing,No,20,"17.260871191314045, 81.84861456915496",81.84861457,7500
East Godavari,Dowleswaram,Dowleswaram  Center,"Near Center Junction, Dowleswaram -533125",Kalyan Boys Hostel,Male,Yes,Single,No,20,"17.260871191314045, 81.84861456915496",81.84861457,8000
East Godavari,Dowleswaram,Dowleswaram  Center,"Near Center Junction, Dowleswaram -533125",Kalyan Boys Hostel,Male,Yes,4 Sharing,No,20,"17.260871191314045, 81.84861456915496",81.84861457,6500
East Godavari,Dowleswaram,Dowleswaram  Center,"Market Street, Dowleswaram Center -533125",Lakshmi Priya Girls PG,Female,Yes,4 Sharing,No,20,"17.260871191314045, 81.84861456915496",81.84861457,6500
East Godavari,Dowleswaram,Dowleswaram  Center,"Market Street, Dowleswaram Center -533125",Lakshmi Priya Girls PG,Female,No,3 Sharing,No,20,"17.260871191314045, 81.84861456915496",81.84861457,5500
East Godavari,Dowleswaram,Dowleswaram  Center,"Market Street, Dowleswaram Center -533125",Lakshmi Priya Girls PG,Female,Yes,2 Sharing,No,20,"17.260871191314045, 81.84861456915496",81.84861457,75000
East Godavari,Dowleswaram,Dowleswaram  Center,"Market Street, Dowleswaram Center -533125",Lakshmi Priya Girls PG,Female,Yes,Single,Yes,20,"17.260871191314045, 81.84861456915496",81.84861457,11500
East Godavari,Dowleswaram,Dowleswaram  Center,"Near Center Area, Dowleswaram - 533125",Sravya Ladies Hostel,Female,Yes,4 Sharing,No,21,"17.260871191314045, 81.84861456915496",81.84861457,6500
East Godavari,Dowleswaram,Dowleswaram  Center,"Near Center Area, Dowleswaram - 533125",Sravya Ladies Hostel,Female,Yes,3 Sharing,No,21,"17.260871191314045, 81.84861456915496",81.84861457,5500
East Godavari,Dowleswaram,Dowleswaram  Center,"Near Center Area, Dowleswaram - 533125",Sravya Ladies Hostel,Female,Yes,2 Sharing,No,21,"17.260871191314045, 81.84861456915496",81.84861457,7000
East Godavari,Dowleswaram,Dowleswaram  Center,"Near Center Area, Dowleswaram - 533125",Sravya Ladies Hostel,Female,No,4 Sharing,No,21,"17.260871191314045, 81.84861456915496",81.84861457,4500
East Godavari,Dowleswaram,Dowleswaram  Center,"Near Center Area, Dowleswaram - 533125",Sravya Ladies Hostel,Female,Yes,Single,No,21,"17.260871191314045, 81.84861456915496",81.84861457,8000
East Godavari,Dowleswaram,Dowleswaram  Barrage Area,"Near Barrage Road, Dowleswaram Center - 533125",Keerthana Ladies PG,Female,No,2 Sharing,No,21,"17.260871191314045, 81.84861456915496",81.84861457,4000
East Godavari,Dowleswaram,Dowleswaram  Barrage Area,"Near Barrage Road, Dowleswaram Center - 533125",Keerthana Ladies PG,Female,Yes,2 Sharing,No,21,"17.260871191314045, 81.84861456915496",81.84861457,6000
East Godavari,Dowleswaram,Dowleswaram  Barrage Area,"Near Barrage Road, Dowleswaram Center - 533125",Keerthana Ladies PG,Female,Yes,3 Sharing,No,21,"17.260871191314045, 81.84861456915496",81.84861457,5500
East Godavari,Dowleswaram,Dowleswaram  Barrage Area,"Near Barrage Road, Dowleswaram Center - 533125",Keerthana Ladies PG,Female,Yes,Single,Yes,21,"17.260871191314045, 81.84861456915496",81.84861457,12000
East Godavari,Dowleswaram,Dowleswaram  Barrage Area,"Near Barrage Road, Dowleswaram Center - 533125",Keerthana Ladies PG,Female,Yes,4 Sharing,No,21,"17.260871191314045, 81.84861456915496",81.84861457,6500
East Godavari,Dowleswaram,Dowleswaram  Barrage Area,"Near Barrage Road, Dowleswaram Center - 533125",Keerthana Ladies PG,Female,Yes,Single,No,21,"17.260871191314045, 81.84861456915496",81.84861457,9000
East Godavari,Dowleswaram,Dowleswaram  Barrage Area,"Near Barrage Road, Dowleswaram - 533125",Rama Krishna Boys Hostel,Male,Yes,3 Sharing,No,21,"17.260871191314045, 81.84861456915496",81.84861457,7000
East Godavari,Dowleswaram,Dowleswaram  Barrage Area,"Near Barrage Road, Dowleswaram - 533125",Rama Krishna Boys Hostel,Male,Yes,Single,Yes,21,"17.260871191314045, 81.84861456915496",81.84861457,11500
East Godavari,Dowleswaram,Dowleswaram  Barrage Area,"Near Barrage Road, Dowleswaram - 533125",Rama Krishna Boys Hostel,Male,Yes,4 Sharing,No,21,"17.260871191314045, 81.84861456915496",81.84861457,5000
East Godavari,Dowleswaram,Dowleswaram  Barrage Area,"Near Barrage Road, Dowleswaram - 533125",Rama Krishna Boys Hostel,Male,Yes,2 Sharing,No,21,"17.260871191314045, 81.84861456915496",81.84861457,5000
East Godavari,Dowleswaram,Dowleswaram  Barrage Area,"Near Barrage Road, Dowleswaram - 533125",Rama Krishna Boys Hostel,Male,Yes,4 Sharing,Yes,21,"17.260871191314045, 81.84861456915496",81.84861457,7500
East Godavari,Dowleswaram,Dowleswaram  Barrage Area,"Near River Side Road, Barrage Area, Dowleswaram - 533125",Gopi Krishna Boys Residency,Male,Yes,Single,Yes,21,"17.260871191314045, 81.84861456915496",81.84861457,12000
East Godavari,Dowleswaram,Dowleswaram  Barrage Area,"Near River Side Road, Barrage Area, Dowleswaram - 533125",Gopi Krishna Boys Residency,Male,No,3 Sharing,Yes,21,"17.260871191314045, 81.84861456915496",81.84861457,7500
East Godavari,Dowleswaram,Dowleswaram  Barrage Area,"Near River Side Road, Barrage Area, Dowleswaram - 533125",Gopi Krishna Boys Residency,Male,Yes,4 Sharing,No,21,"17.260871191314045, 81.84861456915496",81.84861457,7000
East Godavari,Dowleswaram,Dowleswaram  Barrage Area,"Near River Side Road, Barrage Area, Dowleswaram - 533125",Gopi Krishna Boys Residency,Male,Yes,2 Sharing,No,21,"17.260871191314045, 81.84861456915496",81.84861457,6000
East Godavari,Dowleswaram,Bridge Road,"Near Barrage Bridge Road, Opp Dowleswaram Barrage, Dowleswaram - 533125",Krishna Boys Hostel,Male,No,4 Sharing,No,21,"17.260871191314045, 81.84861456915496",81.84861457,4500
East Godavari,Dowleswaram,Bridge Road,"Near Barrage Bridge Road, Opp Dowleswaram Barrage, Dowleswaram - 533125",Krishna Boys Hostel,Male,Yes,4 Sharing,No,21,"17.260871191314045, 81.84861456915496",81.84861457,5500
East Godavari,Dowleswaram,Bridge Road,"Near Barrage Bridge Road, Opp Dowleswaram Barrage, Dowleswaram - 533125",Krishna Boys Hostel,Male,Yes,2 Sharing,No,21,"17.260871191314045, 81.84861456915496",81.84861457,6000
East Godavari,Dowleswaram,Bridge Road,"Near Barrage Bridge Road, Opp Dowleswaram Barrage, Dowleswaram - 533125",Krishna Boys Hostel,Male,Yes,3 Sharing,No,21,"17.260871191314045, 81.84861456915496",81.84861457,6500
East Godavari,Dowleswaram,Bridge Road,"Near Barrage Bridge Road, Opp Dowleswaram Barrage, Dowleswaram - 533125",Krishna Boys Hostel,Male,No,Single,No,21,"17.260871191314045, 81.84861456915496",81.84861457,7500
East Godavari,Dowleswaram,Bridge Road,"Bridge Side Lane, Near Local Temples Area (Town Side), Dowleswaram - 533125",Ganesh Boys Hostel,Male,No,3 Sharing,No,21,"17.260871191314045, 81.84861456915496",81.84861457,4000
East Godavari,Dowleswaram,Bridge Road,"Bridge Side Lane, Near Local Temples Area (Town Side), Dowleswaram - 533125",Ganesh Boys Hostel,Male,Yes,Single,No,21,"17.260871191314045, 81.84861456915496",81.84861457,7500
East Godavari,Dowleswaram,Bridge Road,"Bridge Side Lane, Near Local Temples Area (Town Side), Dowleswaram - 533125",Ganesh Boys Hostel,Male,Yes,3 Sharing,No,21,"17.260871191314045, 81.84861456915496",81.84861457,6500
East Godavari,Dowleswaram,Bridge Road,"Bridge Side Lane, Near Local Temples Area (Town Side), Dowleswaram - 533125",Ganesh Boys Hostel,Male,Yes,2 Sharing,No,21,"17.260871191314045, 81.84861456915496",81.84861457,5000
East Godavari,Dowleswaram,Bridge Road,"Bridge Side Lane, Near Local Temples Area (Town Side), Dowleswaram - 533125",Ganesh Boys Hostel,Male,Yes,4 Sharing,No,21,"17.260871191314045, 81.84861456915496",81.84861457,6500
East Godavari,Dowleswaram,Bridge Road,"Near Bridge Road Junction, Opp Small Market Area, Dowleswaram - 533125",Sowjanya Girls PG,Female,Yes,4 Sharing,No,21,"17.260871191314045, 81.84861456915496",81.84861457,6500
East Godavari,Dowleswaram,Bridge Road,"Near Bridge Road Junction, Opp Small Market Area, Dowleswaram - 533125",Sowjanya Girls PG,Female,Yes,3 Sharing,No,21,"17.260871191314045, 81.84861456915496",81.84861457,6000
East Godavari,Dowleswaram,Bridge Road,"Near Bridge Road Junction, Opp Small Market Area, Dowleswaram - 533125",Sowjanya Girls PG,Female,Yes,2 Sharing,No,21,"17.260871191314045, 81.84861456915496",81.84861457,5500
East Godavari,Dowleswaram,Bridge Road,"Near Bridge Road Junction, Opp Small Market Area, Dowleswaram - 533125",Sowjanya Girls PG,Female,Yes,Single,No,21,"17.260871191314045, 81.84861456915496",81.84861457,8000
East Godavari,Dowleswaram,Bridge Road,"Near Bridge Road Junction, Opp Small Market Area, Dowleswaram - 533125",Sowjanya Girls PG,Female,No ,4 Sharing,No,21,"17.260871191314045, 81.84861456915496",81.84861457,4000
East Godavari,Dowleswaram,Bridge Road,"Bridge Backside Street, Near Residential Colony Area, Dowleswaram - 533125",Anusha Girls Hostel,Female,Yes,4 Sharing,No,21,"17.260871191314045, 81.84861456915496",81.84861457,4500
